id,example_ja,example_zh
n1_egg_2493,幕間にロビーで軽い食事を取った。,幕間休息時，我在大廳吃了點簡餐。
n1_egg_2494,この交流事業は、両国の架け橋になるだろう。,這項交流事業應該會成為兩國之間的橋梁。
n1_egg_2495,この牧場では牛を放し飼いにしている。,這座牧場採放養方式養牛。
n1_egg_2496,議論が広がりすぎたので、最初の論点に立ち戻った。,討論擴散得太遠，所以回到最初的論點。
n1_egg_2497,人気商品の争奪戦は次第に過熱していった。,熱門商品的搶購戰逐漸過熱。
n1_egg_2498,新聞記事の一部を抜粋して資料に載せた。,我摘錄新聞報導的一部分放進資料裡。
n1_egg_2499,この寺は世界遺産に登録されている。,這座寺院已登錄為世界遺產。
n1_egg_2500,授業では古典の一節を全員で音読した。,課堂上大家一起朗讀古典的一段文章。
n1_egg_2501,軽い運動をすると血行がよくなる。,做輕度運動會讓血液循環變好。
n1_egg_2502,専門用語ばかりの説明で、私にはちんぷんかんぷんだった。,說明裡全是專業術語，我完全聽不懂。
n1_egg_2503,空いている欄に住所を書き入れてください。,請在空白欄位填上地址。
n1_egg_2504,庭に植えた若木が、今年初めて花を咲かせた。,種在庭院裡的幼樹今年第一次開花了。
n1_egg_2505,反対意見を受け、計画の再考を迫られた。,受到反對意見影響，不得不重新考慮計畫。
n1_egg_2506,往年の名選手が、解説者として球場に戻ってきた。,昔日名將以球評身分回到球場。
n1_egg_2507,彼女は三十歳で起業し、小さな会社を立ち上げた。,她三十歲時創業，成立了一間小公司。
n1_egg_2508,近隣住民は深夜の騒音に眉を顰めた。,附近居民對深夜噪音皺起眉頭。
n1_egg_2509,布を藍で染色すると、深い青色になる。,用靛藍染布後，會呈現深邃的藍色。
n1_egg_2510,怒りのはけ口を家族に向けるべきではない。,不應該把怒氣的發洩出口指向家人。
n1_egg_2511,細胞は成長の過程でさまざまな機能に分化する。,細胞在成長過程中會分化出各種功能。
n1_egg_2512,加熱すると酵素の活性が失われることがある。,加熱有時會使酵素活性喪失。
n1_egg_2513,修繕費は今年度の予算に計上されている。,修繕費已列入本年度預算。
n1_egg_2514,この地域には小さな古墳が散在している。,這個地區散布著小型古墳。
n1_egg_2515,大会は地元企業の後援を受けて開催された。,大會在當地企業後援下舉辦。
n1_egg_2516,古い本には虫食いの跡が残っていた。,舊書上留下蟲蛀的痕跡。
n1_egg_2517,彼は周囲に反対されても、研究を最後までやり通した。,即使遭到周遭反對，他仍把研究堅持到最後。
n1_egg_2518,週末は海でサーフィンを楽しんだ。,週末在海邊享受衝浪。
n1_egg_2519,この施設は非営利法人によって運営されている。,這項設施由非營利法人營運。
n1_egg_2520,水温が低い日は、泳ぐ前に十分な準備運動をする。,水溫低的日子，游泳前要充分暖身。
n1_egg_2521,彼は困っている友人のために骨折ってくれた。,他為了有困難的朋友費心幫忙。
n1_egg_2522,ウミガメは砂浜に上がって産卵する。,海龜會爬上海灘產卵。
n1_egg_2523,内定だと思っていた話が消え、ぬか喜びに終わった。,原以為會拿到錄取的消息取消了，最後只是空歡喜一場。
n1_egg_2524,権限を乱用すれば、組織への信頼は失われる。,如果濫用權限，組織的信任就會喪失。
n1_egg_2525,この薬は固形なので、水と一緒に飲んでください。,這種藥是固體，請配水服用。
n1_egg_2526,こぼれた蜂蜜で机の表面がねばねばしている。,灑出的蜂蜜讓桌面黏答答的。
n1_egg_2527,彼のすけべな冗談に、周囲はしらけてしまった。,他色瞇瞇的玩笑讓周遭氣氛冷掉了。
n1_egg_2528,追放された王族は、後に復権を果たした。,被放逐的王族後來成功恢復權利。
n1_egg_2529,この価格では採算が合わず、生産を続けられない。,這個價格無法合乎成本效益，不能繼續生產。
n1_egg_2530,刺身には少量のわさびを添える。,生魚片會附上一點山葵。
n1_egg_2531,京都は日本を代表する古都として知られている。,京都以代表日本的古都聞名。
n1_egg_2532,写真のピントが合っておらず、顔がぼやけている。,照片沒有對好焦，臉顯得模糊。
n1_egg_2533,職人は木材の表面を薄くそぎ落とした。,工匠把木材表面薄薄削掉一層。
n1_egg_2534,子どもの行動を完全に放任するのは望ましくない。,完全放任孩子的行為並不理想。
n1_egg_2535,猛暑の影響で、屋外作業の時間が短縮された。,受酷暑影響，戶外作業時間被縮短。
n1_egg_2536,この湿地には多様な水鳥が生息している。,這片濕地棲息著多種水鳥。
n1_egg_2538,申請手続きが煩雑で、利用者から不満が出ている。,申請手續繁雜，使用者因此抱怨。
n1_egg_2539,心ない言葉で傷つく人がいることを忘れてはいけない。,不能忘記有人會因無心又不體貼的話受傷。
n1_egg_2540,品種改良のため、異なる種類の植物を交配した。,為了改良品種，將不同種類的植物進行交配。
n1_egg_2541,字幕のおかげで、外国映画の細かい会話も理解できた。,多虧字幕，我連外國電影的細微對話也能理解。
n1_egg_2542,自由を求める気持ちは、人間に普遍のものだ。,追求自由的心情，是人類普遍具有的。
n1_egg_2543,決算の数字を確認してから、株主に報告する。,確認決算數字後，再向股東報告。
n1_egg_2544,不人気の政策を続けた結果、支持率は大きく下がった。,持續推行不受歡迎的政策，結果聲望大幅下降。
n1_egg_2545,遺跡から弥生時代の土器が出土した。,遺跡中出土了彌生時代的土器。
n1_egg_2546,子どもは積み木を高く積み上げて遊んでいる。,孩子把積木堆得高高的在玩。
n1_egg_2547,下書きを読みにくいと言われたので、原稿を清書した。,因為草稿被說不好讀，我把原稿謄清了。
n1_egg_2548,展示室にはアニメ映画の原画が並んでいる。,展示室裡陳列著動畫電影的原畫。
n1_egg_2549,完成した線画に水彩で着色した。,在完成的線稿上用水彩著色。
n1_egg_2550,危険区域での遊泳は禁止されている。,危險區域禁止游泳。
n1_egg_2551,卒業論文を製本して、研究室に提出した。,我把畢業論文裝訂成冊後交到研究室。
n1_egg_2552,母は退職後、陶芸を習い始めた。,母親退休後開始學陶藝。
n1_egg_2553,彼は熟慮の末、海外赴任を受け入れた。,他深思熟慮後，接受了海外派任。
n1_egg_2554,このチーズは香りを楽しみながら賞味したい。,這款起司想一邊享受香氣一邊品味。
n1_egg_2555,外的な条件よりも、内的な動機を重視した。,比起外在條件，更重視內在動機。
n1_egg_2556,東京の寄席で初めて落語を聞いた。,我第一次在東京的寄席聽落語。
n1_egg_2557,その主張は論拠が弱く、説得力に欠ける。,那項主張論據薄弱，缺乏說服力。
n1_egg_2558,人数に過不足がないか、出発前に確認した。,出發前確認人數是否剛好、沒有多缺。
n1_egg_2559,案内板の書体を読みやすいものに変更した。,將看板的字體改成較容易閱讀的樣式。
n1_egg_2560,彼女は伸びやかな歌声で観客を魅了した。,她以舒展自在的歌聲吸引觀眾。
n1_egg_2561,同じ飲食業でも、業種によって必要な許可が異なる。,同樣是餐飲業，不同業種所需許可也不同。
n1_egg_2562,来年度から一部商品の税率が変わる。,從下一年度起，部分商品的稅率會改變。
n1_egg_2563,物価指数の上昇が家計を圧迫している。,物價指數上升正在壓迫家庭收支。
n1_egg_2564,夢は、無意識の表象として解釈されることがある。,夢有時會被解釋為無意識的表象。
n1_egg_2565,料理は味だけでなく盛り付けも評価された。,料理不只味道，擺盤也受到評價。
n1_egg_2566,新作映画は評論家から酷評された。,新電影遭到評論家嚴厲批評。
n1_egg_2567,赤ん坊はゆりかごの中で静かに眠っていた。,嬰兒在搖籃裡安靜睡著。
n1_egg_2568,政府は財源確保のため増税を検討している。,政府為了確保財源，正在研議增稅。
n1_egg_2569,博物館には縄文時代の土器が展示されている。,博物館展示著繩文時代的土器。
n1_egg_2570,彼は最後まで自説を曲げなかった。,他到最後都沒有改變自己的主張。
n1_egg_2571,工場から出る廃棄物の処理方法が問題になっている。,工廠產生的廢棄物處理方式成了問題。
n1_egg_2572,新しいソフトウエアを導入して、作業時間を短縮した。,導入新的軟體後，縮短了作業時間。
n1_egg_2573,試合のハイライトは、終了間際の逆転ゴールだった。,比賽最精彩的片段，是結束前的逆轉進球。
n1_egg_2574,探査機は小惑星の表面から試料を採取した。,探測器從小行星表面採集了樣本。
n1_egg_2575,常勝チームにも、世代交代の課題がある。,即使是常勝隊伍，也有世代交替的課題。
n1_egg_2576,夏の間、牛は高原で放牧される。,夏季期間，牛會被放牧在高原上。
n1_egg_2577,祖父は洋画よりも日本画を好んだ。,祖父比起西洋畫更喜歡日本畫。
n1_egg_2578,この問題はグローバルな視点で考える必要がある。,這個問題必須從全球觀點來思考。
n1_egg_2579,提案の可否は、来週の理事会で決まる。,提案是否通過，會在下週的理事會決定。
n1_egg_2580,この店は品数が多く、日用品ならほとんどそろう。,這家店品項很多，日用品幾乎都買得到。
n1_egg_2581,政争ばかりが目立ち、政策論争は深まらなかった。,政爭格外醒目，政策辯論卻沒有深化。
